5357	2	Besonderheiten	XXL-e
8735	1	Oe/Oem_Referenznummer(N)	09.6743.10
9147	2	Oe/Oem_Referenznummer(N)	04L198119AC
9356	1	Oe/Oem_Referenznummer(N)	0446605020
10204	2	Oe/Oem_Referenznummer(N)	03C109158A
10667	1	Stärke	32
10987	2	Anwendung	Nockenwelle
12142	2	Oe/Oem_Referenznummer(N)	06H109509Q
12143	2	Besonderheiten	XXL
12341	2	Besonderheiten	Aluminium
12382	2	Größe	16
12831	2	Menge	5L
13255	2	Oe/Oem_Referenznummer(N)	06B198119A
13461	1	Größe	15
13466	2	Oe/Oem_Referenznummer(N)	06B198119A
13601	1	Oe/Oem_Referenznummer(N)	1775672
13833	2	Anwendung	Nockenwelle
13842	2	Oe/Oem_Referenznummer(N)	06H198205N
14298	2	Anwendung	Nockenwelle
14321	1	Oe/Oem_Referenznummer(N)	1680583880
14476	1	Oe/Oem_Referenznummer(N)	1605080
14510	2	Oe/Oem_Referenznummer(N)	03L198488
14778	1	Stärke	22
15098	1	Oe/Oem_Referenznummer(N)	09.5916.10
16934	1	Stärke	34
16944	1	Stärke	38
17003	2	Anwendung	Nockenwelle
17255	1	Stärke	38
18580	1	Stärke	36
19083	2	Anwendung	Nockenwelle
19338	1	Größe	15
19503	2	Anwendung	Nockenwelle
19588	1	Oe/Oem_Referenznummer(N)	2494604+2530140
19616	2	Besonderheiten	XXL-a
20124	2	Besonderheiten	XXL
20383	2	Anwendung	Nockenwelle
20578	1	Stärke	34
21291	1	Oe/Oem_Referenznummer(N)	03.0520-4717.3
21863	2	Anwendung	Nockenwelle
22064	2	Oe/Oem_Referenznummer(N)	06K109467K
22215	2	Menge	5L
22367	2	Oe/Oem_Referenznummer(N)	06N109210
22396	2	Oe/Oem_Referenznummer(N)	03C198229B
23283	1	Oe/Oem_Referenznummer(N)	23441307
23810	2	Oe/Oem_Referenznummer(N)	06H109467N
24040	2	Anwendung	Nockenwelle
24794	1	Oe/Oem_Referenznummer(N)	93169175
25046	2	Besonderheiten	XXL
25431	2	Menge	5L
26208	2	Besonderheiten	XL
26580	1	Größe	16
27345	2	Anwendung	Nockenwelle
27479	2	Oe/Oem_Referenznummer(N)	0009930978
27645	1	Stärke	36
29036	2	Besonderheiten	XXL
29288	1	Stärke	38
29776	2	Menge	5L
